"drug"	"disease"	"probs"	"Drug name"	"OMIM disease name"
"DB00550"	"161900"	"0.626019112"	"Propylthiouracil"	"Renal Failure, Progressive, With Hypertension"
"DB01182"	"252320"	"0.626003536"	"Propafenone"	"Motor Neuropathy, Peripheral, With Dysautonomia"
"DB00571"	"155601"	"0.625816042"	"Propranolol"	"Melanoma, Cutaneous Malignant, Susceptibility To, 2; Cmm2"
"DB01069"	"210050"	"0.625461378"	"Promethazine"	"Berry Aneurysm, Cirrhosis, Pulmonary Emphysema, And Cerebral Calcification"
"DB00571"	"131300"	"0.625423514"	"Propranolol"	"Camurati-Engelmann Disease"
"DB00457"	"608320"	"0.624812942"	"Prazosin"	"Coronary Artery Disease, Autosomal Dominant, 1; Adcad1"
"DB01069"	"600351"	"0.624802711"	"Promethazine"	"Enteropathy, Familial, With Villous Edema And Immunoglobulin G2 Deficiency"
"DB01069"	"264120"	"0.624455452"	"Promethazine"	"Prolactin Deficiency With Obesity And Enlarged Testes"
"DB01069"	"125320"	"0.624374853"	"Promethazine"	"Dementia/Parkinsonism With Non-Alzheimer Amyloid Plaques"
"DB00571"	"164230"	"0.624087853"	"Propranolol"	"Obsessive-Compulsive Disorder; Ocd"
"DB00433"	"126200"	"0.624059548"	"Prochlorperazine"	"Multiple Sclerosis, Susceptibility To; Ms"
"DB01224"	"104300"	"0.62393592"	"Quetiapine"	"Alzheimer Disease; Ad"
"DB00457"	"264120"	"0.62348468"	"Prazosin"	"Prolactin Deficiency With Obesity And Enlarged Testes"
"DB00433"	"165150"	"0.623403959"	"Prochlorperazine"	"Ophthalmoplegia, Progressive, With Scrotal Tongue And Mental Deficiency"
"DB00571"	"145500"	"0.622749188"	"Propranolol"	"Hypertension, Essential"
"DB01069"	"208300"	"0.622229935"	"Promethazine"	"Ascites, Chylous"
"DB00794"	"147530"	"0.621076662"	"Primidone"	"Insensitivity To Pain With Hyperplastic Myelinopathy"
"DB00794"	"607501"	"0.620617968"	"Primidone"	"Migraine Without Aura, Susceptibility To, 4"
"DB00571"	"606798"	"0.619137258"	"Propranolol"	"Blepharospasm, Benign Essential"
"DB00457"	"144110"	"0.617287353"	"Prazosin"	"Hyperhidrosis Palmaris Et Plantaris"
"DB00481"	"266600"	"0.616359224"	"Raloxifene"	"Inflammatory Bowel Disease 1; Ibd1"
"DB00545"	"200170"	"0.615906369"	"Pyridostigmine"	"Acanthosis Nigricans With Muscle Cramps And Acral Enlargement"
"DB00165"	"208700"	"0.613893744"	"Pyridoxine"	"Ataxia With Myoclonic Epilepsy And Presenile Dementia"
"DB01129"	"252320"	"0.613716936"	"Rabeprazole"	"Motor Neuropathy, Peripheral, With Dysautonomia"
"DB01069"	"145100"	"0.612194125"	"Promethazine"	"Hyperpigmentation Of Eyelids"
"DB01129"	"190400"	"0.612033703"	"Rabeprazole"	"Trigeminal Neuralgia"
"DB00165"	"608033"	"0.612005574"	"Pyridoxine"	"Encephalopathy, Acute Necrotizing 1, Susceptibility To; Ane1"
"DB01069"	"127750"	"0.61156569"	"Promethazine"	"Dementia, Lewy Body; Dlb"
"DB00794"	"102300"	"0.610926311"	"Primidone"	"Restless Legs Syndrome, Susceptibility To, 1; Rls1"
"DB00571"	"246470"	"0.610796013"	"Propranolol"	"Leukemia, Acute Myelocytic, With Polyposis Coli And Colon Cancer"
"DB00571"	"102300"	"0.610769191"	"Propranolol"	"Restless Legs Syndrome, Susceptibility To, 1; Rls1"
"DB00794"	"146255"	"0.610681068"	"Primidone"	"Hypoparathyroidism, Sensorineural Deafness, And Renal Disease"
"DB00481"	"276300"	"0.609956096"	"Raloxifene"	"Mismatch Repair Cancer Syndrome"
"DB00457"	"103780"	"0.609826805"	"Prazosin"	"Alcohol Dependence"
"DB00571"	"603165"	"0.609777596"	"Propranolol"	"Dermatitis, Atopic"
"DB00571"	"114480"	"0.607856574"	"Propranolol"	"Breast Cancer"
"DB00571"	"175100"	"0.604730249"	"Propranolol"	"Adenomatous Polyposis Of The Colon; Apc"
"DB01058"	"602068"	"0.604329218"	"Praziquantel"	"Leishmaniasis, Tegumentary, Susceptibility To"
"DB00571"	"133239"	"0.60360578"	"Propranolol"	"Esophageal Cancer"
"DB01069"	"167870"	"0.598808835"	"Promethazine"	"Panic Disorder 1; Pand1"
"DB00545"	"109350"	"0.597245473"	"Pyridostigmine"	"Gastroesophageal Reflux"
"DB00433"	"607498"	"0.595083241"	"Prochlorperazine"	"Migraine With Or Without Aura, Susceptibility To, 3"
"DB01129"	"115000"	"0.593943407"	"Rabeprazole"	"Cardiac Arrhythmia"
"DB01035"	"608320"	"0.593788086"	"Procainamide"	"Coronary Artery Disease, Autosomal Dominant, 1; Adcad1"
"DB00794"	"182830"	"0.593609318"	"Primidone"	"Spastic Paraplegia, Optic Atrophy, And Dementia"
"DB00794"	"203700"	"0.593329445"	"Primidone"	"Alpers Diffuse Degeneration Of Cerebral Gray Matter With Hepatic Cirrhosis"
"DB00481"	"174800"	"0.593164664"	"Raloxifene"	"Mccune-Albright Syndrome; Mas"
"DB00794"	"225755"	"0.59273833"	"Primidone"	"Encephalopathy With Intracranial Calcification, Growth Hormone Deficiency,"
"DB00571"	"145200"	"0.592671816"	"Propranolol"	"Hyperpigmentation Of Fuldauer And Kuijpers"
"DB00571"	"166760"	"0.592449366"	"Propranolol"	"Otitis Media, Susceptibility To"
"DB01069"	"104130"	"0.59027116"	"Promethazine"	"Alopecia, Psychomotor Epilepsy, Pyorrhea, And Mental Subnormality"
"DB00433"	"190300"	"0.588695361"	"Prochlorperazine"	"Tremor, Hereditary Essential, 1; Etm1"
"DB01182"	"600351"	"0.587124013"	"Propafenone"	"Enteropathy, Familial, With Villous Edema And Immunoglobulin G2 Deficiency"
"DB00571"	"178600"	"0.586856244"	"Propranolol"	"Pulmonary Hypertension, Primary, 1; Pph1"
"DB00571"	"601367"	"0.586038318"	"Propranolol"	"Stroke, Ischemic"
"DB00794"	"103780"	"0.585017281"	"Primidone"	"Alcohol Dependence"
"DB01035"	"601367"	"0.584796883"	"Procainamide"	"Stroke, Ischemic"
"DB00457"	"145200"	"0.584671174"	"Prazosin"	"Hyperpigmentation Of Fuldauer And Kuijpers"
"DB00457"	"109350"	"0.584656438"	"Prazosin"	"Gastroesophageal Reflux"
"DB00571"	"231200"	"0.584560002"	"Propranolol"	"Bernard-Soulier Syndrome; Bss"
"DB01224"	"127750"	"0.583852138"	"Quetiapine"	"Dementia, Lewy Body; Dlb"
"DB00481"	"119500"	"0.582580426"	"Raloxifene"	"Popliteal Pterygium Syndrome; Pps"
"DB00571"	"144650"	"0.582151967"	"Propranolol"	"Hyperlipoproteinemia, Type V"
"DB01069"	"103100"	"0.579179761"	"Promethazine"	"Adie Pupil"
"DB00457"	"607554"	"0.578304044"	"Prazosin"	"Atrial Fibrillation, Familial, 3; Atfb3"
"DB01058"	"601626"	"0.578148794"	"Praziquantel"	"Leukemia, Acute Myeloid; Aml"
"DB00571"	"176807"	"0.576959955"	"Propranolol"	"Prostate Cancer"
"DB00433"	"161900"	"0.574807895"	"Prochlorperazine"	"Renal Failure, Progressive, With Hypertension"
"DB01069"	"212050"	"0.573808802"	"Promethazine"	"Candidiasis, Familial, 2; Candf2"
"DB01069"	"157300"	"0.573054239"	"Promethazine"	"Migraine With Or Without Aura, Susceptibility To, 1"
"DB01069"	"601608"	"0.573035308"	"Promethazine"	"Spastic Paraplegia And Evans Syndrome"
"DB01182"	"601367"	"0.570948002"	"Propafenone"	"Stroke, Ischemic"
"DB01182"	"600082"	"0.568590963"	"Propafenone"	"Prostatic Hyperplasia, Benign; Bph"
"DB00571"	"270960"	"0.568501541"	"Propranolol"	"Azoospermia Due To Perturbations Of Meiosis"
"DB00550"	"266600"	"0.567068639"	"Propylthiouracil"	"Inflammatory Bowel Disease 1; Ibd1"
"DB00571"	"135550"	"0.566928682"	"Propranolol"	"Fibromatosis, Gingival, With Progressive Deafness"
"DB00165"	"121201"	"0.566269936"	"Pyridoxine"	"Epilepsy, Benign Neonatal, 2; Ebn2"
"DB01069"	"208550"	"0.565186732"	"Promethazine"	"Asthma, Nasal Polyps, And Aspirin Intolerance"
"DB00794"	"300125"	"0.56460664"	"Primidone"	"Migraine, Familial Typical, Susceptibility To, 2"
"DB01182"	"607499"	"0.564237957"	"Propafenone"	"Bulimia Nervosa, Susceptibility To, 1; Buln1"
"DB00433"	"208550"	"0.563746022"	"Prochlorperazine"	"Asthma, Nasal Polyps, And Aspirin Intolerance"
"DB00571"	"208230"	"0.563528972"	"Propranolol"	"Arthropathy, Progressive Pseudorheumatoid, Of Childhood; Ppac"
"DB00571"	"125853"	"0.563506435"	"Propranolol"	"Diabetes Mellitus, Noninsulin-Dependent; Niddm"
"DB00481"	"602080"	"0.562598835"	"Raloxifene"	"Paget Disease Of Bone; Pdb"
"DB00571"	"604416"	"0.562028405"	"Propranolol"	"Pyogenic Sterile Arthritis, Pyoderma Gangrenosum, And Acne"
"DB00571"	"155600"	"0.561999651"	"Propranolol"	"Melanoma, Cutaneous Malignant; Cmm"
"DB00433"	"208300"	"0.561543201"	"Prochlorperazine"	"Ascites, Chylous"
"DB00165"	"128101"	"0.560589462"	"Pyridoxine"	"Dystonia 4, Torsion, Autosomal Dominant; Dyt4"
"DB01069"	"226150"	"0.560506452"	"Promethazine"	"Enterocolitis"
"DB00794"	"135550"	"0.560361161"	"Primidone"	"Fibromatosis, Gingival, With Progressive Deafness"
"DB01069"	"308600"	"0.559417447"	"Promethazine"	"Jaundice, Familial Obstructive, Of Infancy"
"DB01069"	"608033"	"0.558368273"	"Promethazine"	"Encephalopathy, Acute Necrotizing 1, Susceptibility To; Ane1"
"DB01035"	"188050"	"0.557556007"	"Procainamide"	"Thrombosis, Susceptibility To"
"DB00571"	"188470"	"0.55730983"	"Propranolol"	"Thyroid Carcinoma, Follicular; Ftc"
"DB00457"	"184700"	"0.557031947"	"Prazosin"	"Polycystic Ovary Syndrome 1; Pcos1"
"DB01069"	"607459"	"0.556952864"	"Promethazine"	"Sensory Ataxic Neuropathy, Dysarthria, And Ophthalmoparesis; Sando"
"DB00794"	"607516"	"0.55608124"	"Primidone"	"Migraine With Or Without Aura, Susceptibility To, 6"
"DB00457"	"119500"	"0.555796995"	"Prazosin"	"Popliteal Pterygium Syndrome; Pps"
"DB00571"	"119500"	"0.555704046"	"Propranolol"	"Popliteal Pterygium Syndrome; Pps"
"DB00433"	"243200"	"0.553662815"	"Prochlorperazine"	"Intracranial Hypertension, Idiopathic"
"DB00571"	"102100"	"0.552979996"	"Propranolol"	"Acromegaloid Changes, Cutis Verticis Gyrata, And Corneal Leukoma"
"DB01224"	"203700"	"0.552457778"	"Quetiapine"	"Alpers Diffuse Degeneration Of Cerebral Gray Matter With Hepatic Cirrhosis"
"DB01182"	"145500"	"0.55087393"	"Propafenone"	"Hypertension, Essential"
"DB00571"	"126200"	"0.550508488"	"Propranolol"	"Multiple Sclerosis, Susceptibility To; Ms"
"DB00165"	"121200"	"0.549867501"	"Pyridoxine"	"Epilepsy, Benign Neonatal, 1; Ebn1"
"DB00571"	"267730"	"0.547545978"	"Propranolol"	"Reticulum Cell Sarcoma"
"DB00165"	"252320"	"0.54709628"	"Pyridoxine"	"Motor Neuropathy, Peripheral, With Dysautonomia"
"DB01069"	"128101"	"0.546937242"	"Promethazine"	"Dystonia 4, Torsion, Autosomal Dominant; Dyt4"
"DB00433"	"107650"	"0.546290427"	"Prochlorperazine"	"Apnea, Obstructive Sleep"
"DB00481"	"150600"	"0.545353578"	"Raloxifene"	"Legg-Calve-Perthes Disease"
"DB00571"	"608320"	"0.545139238"	"Propranolol"	"Coronary Artery Disease, Autosomal Dominant, 1; Adcad1"
"DB00165"	"210050"	"0.545084442"	"Pyridoxine"	"Berry Aneurysm, Cirrhosis, Pulmonary Emphysema, And Cerebral Calcification"
"DB00481"	"125700"	"0.544490424"	"Raloxifene"	"Diabetes Insipidus, Neurohypophyseal"
"DB00165"	"608622"	"0.544190423"	"Pyridoxine"	"Hypertension, Diastolic, Resistance To"
"DB00571"	"188050"	"0.542994734"	"Propranolol"	"Thrombosis, Susceptibility To"
"DB01035"	"179600"	"0.542126549"	"Procainamide"	"Raynaud Disease"
"DB00571"	"144010"	"0.541184639"	"Propranolol"	"Hypercholesterolemia, Autosomal Dominant, Type B"
"DB00457"	"189800"	"0.540535213"	"Prazosin"	"Preeclampsia/Eclampsia 1; Pee1"
"DB01129"	"602068"	"0.539424089"	"Rabeprazole"	"Leishmaniasis, Tegumentary, Susceptibility To"
"DB01069"	"239350"	"0.539003788"	"Promethazine"	"Hyperphosphatemia, Polyuria, And Seizures"
"DB00794"	"606798"	"0.537625067"	"Primidone"	"Blepharospasm, Benign Essential"
"DB00571"	"133690"	"0.536576941"	"Propranolol"	"Exostoses With Anetodermia And Brachydactyly, Type E"
"DB00457"	"607850"	"0.536209937"	"Prazosin"	"Osteoarthritis Susceptibility 3; Os3"
"DB01035"	"109350"	"0.53589509"	"Procainamide"	"Gastroesophageal Reflux"
"DB00571"	"608088"	"0.535711117"	"Propranolol"	"Neuropathy, Hereditary Sensory And Autonomic, Type I, With Cough And Gastroesophageal Reflux"
"DB01035"	"145500"	"0.533147066"	"Procainamide"	"Hypertension, Essential"
"DB00457"	"171300"	"0.533122671"	"Prazosin"	"Pheochromocytoma"
"DB01035"	"212110"	"0.53239694"	"Procainamide"	"Cardiomyopathy, Dilated, Autosomal Recessive"
"DB00571"	"104130"	"0.532200129"	"Propranolol"	"Alopecia, Psychomotor Epilepsy, Pyorrhea, And Mental Subnormality"
"DB01129"	"181460"	"0.529368442"	"Rabeprazole"	"Schistosoma Mansoni Infection, Susceptibility/Resistance To"
"DB00550"	"144010"	"0.529295306"	"Propylthiouracil"	"Hypercholesterolemia, Autosomal Dominant, Type B"
"DB00571"	"236000"	"0.528293969"	"Propranolol"	"Hodgkin Lymphoma"
"DB01182"	"115195"	"0.528254842"	"Propafenone"	"Cardiomyopathy, Familial Hypertrophic, 2; Cmh2"
"DB00571"	"247640"	"0.527727255"	"Propranolol"	"Lymphoblastic Leukemia, Acute, With Lymphomatous Features; Lall"
"DB00545"	"217150"	"0.527511441"	"Pyridostigmine"	"Contractures, Congenital, Torticollis, And Malignant Hyperthermia"
"DB00571"	"137580"	"0.52704533"	"Propranolol"	"Gilles De La Tourette Syndrome; Gts"
"DB00571"	"181000"	"0.526352736"	"Propranolol"	"Sarcoidosis, Susceptibility To, 1; Ss1"
"DB00481"	"259050"	"0.526078032"	"Raloxifene"	"Ossified Ear Cartilages With Mental Deficiency, Muscle Wasting, And"
"DB00550"	"608622"	"0.524833106"	"Propylthiouracil"	"Hypertension, Diastolic, Resistance To"
"DB01224"	"225740"	"0.523354775"	"Quetiapine"	"Encephalopathy, Axonal, With Necrotizing Myopathy, Cardiomyopathy,"
"DB00571"	"239350"	"0.521337988"	"Propranolol"	"Hyperphosphatemia, Polyuria, And Seizures"
"DB00571"	"160750"	"0.520882174"	"Propranolol"	"Myositis"
"DB00571"	"246400"	"0.519654409"	"Propranolol"	"Letterer-Siwe Disease"
"DB01129"	"179600"	"0.519645822"	"Rabeprazole"	"Raynaud Disease"
"DB00457"	"608583"	"0.519308497"	"Prazosin"	"Atrial Fibrillation, Familial, 1; Atfb1"
"DB00550"	"145500"	"0.518650825"	"Propylthiouracil"	"Hypertension, Essential"
"DB01129"	"600082"	"0.518526156"	"Rabeprazole"	"Prostatic Hyperplasia, Benign; Bph"
"DB01182"	"143465"	"0.51785871"	"Propafenone"	"Attention Deficit-Hyperactivity Disorder; Adhd"
"DB00433"	"600082"	"0.517843435"	"Prochlorperazine"	"Prostatic Hyperplasia, Benign; Bph"
"DB01069"	"208700"	"0.516569478"	"Promethazine"	"Ataxia With Myoclonic Epilepsy And Presenile Dementia"
"DB00571"	"607459"	"0.514142247"	"Propranolol"	"Sensory Ataxic Neuropathy, Dysarthria, And Ophthalmoparesis; Sando"
"DB00457"	"125310"	"0.512176257"	"Prazosin"	"Cerebral Arteriopathy, Autosomal Dominant, With Subcortical Infarcts"
"DB00571"	"138800"	"0.511917434"	"Propranolol"	"Goiter, Multinodular 1; Mng1"
"DB00571"	"254500"	"0.511818498"	"Propranolol"	"Myeloma, Multiple"
"DB00545"	"608088"	"0.511785293"	"Pyridostigmine"	"Neuropathy, Hereditary Sensory And Autonomic, Type I, With Cough And Gastroesophageal Reflux"
"DB00165"	"137580"	"0.511289163"	"Pyridoxine"	"Gilles De La Tourette Syndrome; Gts"
"DB00481"	"277440"	"0.511024555"	"Raloxifene"	"Vitamin D-Dependent Rickets, Type 2A; Vddr2A"
"DB00457"	"140600"	"0.510738868"	"Prazosin"	"Osteoarthritis Susceptibility 2; Os2"
"DB00545"	"190300"	"0.510544803"	"Pyridostigmine"	"Tremor, Hereditary Essential, 1; Etm1"
"DB00165"	"308350"	"0.509658866"	"Pyridoxine"	"Epileptic Encephalopathy, Early Infantile, 1"
"DB00457"	"102400"	"0.508764671"	"Prazosin"	"Acroosteolysis"
"DB01129"	"304790"	"0.508636362"	"Rabeprazole"	"Immunodysregulation, Polyendocrinopathy, And Enteropathy, X-Linked;"
"DB01129"	"136200"	"0.50797623"	"Rabeprazole"	"Flushing Of Ears And Somnolence"
"DB01224"	"608105"	"0.507712603"	"Quetiapine"	"Epilepsy, Rolandic, With Paroxysmal Exercise-Induced Dystonia And"
"DB01224"	"146500"	"0.507060467"	"Quetiapine"	"Multiple System Atrophy; Msa"
"DB00457"	"601042"	"0.5"	"Prazosin"	"Choreoathetosis/Spasticity, Episodic; Cse"
"DB00457"	"146255"	"0.5"	"Prazosin"	"Hypoparathyroidism, Sensorineural Deafness, And Renal Disease"
"DB00433"	"268320"	"0.5"	"Prochlorperazine"	"Rodrigues Blindness"
"DB00433"	"300125"	"0.5"	"Prochlorperazine"	"Migraine, Familial Typical, Susceptibility To, 2"
"DB01069"	"115000"	"0.5"	"Promethazine"	"Cardiac Arrhythmia"
"DB01069"	"601665"	"0.5"	"Promethazine"	"Obesity"
"DB00571"	"203700"	"0.5"	"Propranolol"	"Alpers Diffuse Degeneration Of Cerebral Gray Matter With Hepatic Cirrhosis"
"DB00571"	"600803"	"0.5"	"Propranolol"	"Gallbladder Disease 1; Gbd1"
"DB00571"	"106400"	"0.5"	"Propranolol"	"Ankylosing Vertebral Hyperostosis With Tylosis"
"DB00545"	"161900"	"0.5"	"Pyridostigmine"	"Renal Failure, Progressive, With Hypertension"
"DB00481"	"300232"	"0.5"	"Raloxifene"	"Spondyloepimetaphyseal Dysplasia, X-Linked, With Mental Deterioration"
"DB00481"	"171300"	"0.5"	"Raloxifene"	"Pheochromocytoma"
"DB00481"	"107650"	"0.5"	"Raloxifene"	"Apnea, Obstructive Sleep"
"DB00794"	"168100"	"0.494935987"	"Primidone"	"Paralysis Agitans, Juvenile, Of Hunt"
"DB00433"	"104300"	"0.494009361"	"Prochlorperazine"	"Alzheimer Disease; Ad"
"DB00457"	"208230"	"0.492453969"	"Prazosin"	"Arthropathy, Progressive Pseudorheumatoid, Of Childhood; Ppac"
"DB01069"	"308350"	"0.491512661"	"Promethazine"	"Epileptic Encephalopathy, Early Infantile, 1"
"DB00794"	"156190"	"0.490997764"	"Primidone"	"Mental And Growth Retardation With Amblyopia"
"DB00550"	"215140"	"0.490221766"	"Propylthiouracil"	"Hydrops-Ectopic Calcification-Moth-Eaten Skeletal Dysplasia"
"DB01069"	"121200"	"0.489940786"	"Promethazine"	"Epilepsy, Benign Neonatal, 1; Ebn1"
"DB00550"	"181000"	"0.48879929"	"Propylthiouracil"	"Sarcoidosis, Susceptibility To, 1; Ss1"
"DB00571"	"131200"	"0.488799138"	"Propranolol"	"Endometriosis, Susceptibility To, 1"
"DB01129"	"167870"	"0.487834693"	"Rabeprazole"	"Panic Disorder 1; Pand1"
"DB00571"	"125851"	"0.487039268"	"Propranolol"	"Maturity-Onset Diabetes Of The Young, Type 2; Mody2"
"DB00571"	"263300"	"0.486475794"	"Propranolol"	"Polycythemia Vera"
"DB00571"	"188030"	"0.48584635"	"Propranolol"	"Thrombocytopenic Purpura, Autoimmune; Aitp"
"DB00571"	"225740"	"0.485256849"	"Propranolol"	"Encephalopathy, Axonal, With Necrotizing Myopathy, Cardiomyopathy,"
"DB00550"	"252320"	"0.484169747"	"Propylthiouracil"	"Motor Neuropathy, Peripheral, With Dysautonomia"
"DB01035"	"157300"	"0.483796583"	"Procainamide"	"Migraine With Or Without Aura, Susceptibility To, 1"
"DB00545"	"190310"	"0.483734756"	"Pyridostigmine"	"Tremor, Nystagmus, And Duodenal Ulcer"
"DB00571"	"255900"	"0.483467233"	"Propranolol"	"Myxedema"
"DB01069"	"173200"	"0.482386812"	"Promethazine"	"Pityriasis Rubra Pilaris"
"DB01129"	"208550"	"0.482238912"	"Rabeprazole"	"Asthma, Nasal Polyps, And Aspirin Intolerance"
"DB00433"	"160750"	"0.481299616"	"Prochlorperazine"	"Myositis"
"DB01069"	"168100"	"0.480151139"	"Promethazine"	"Paralysis Agitans, Juvenile, Of Hunt"
"DB00457"	"188050"	"0.480006735"	"Prazosin"	"Thrombosis, Susceptibility To"
"DB00457"	"125853"	"0.479999677"	"Prazosin"	"Diabetes Mellitus, Noninsulin-Dependent; Niddm"
"DB00545"	"208230"	"0.479474155"	"Pyridostigmine"	"Arthropathy, Progressive Pseudorheumatoid, Of Childhood; Ppac"
"DB00433"	"218200"	"0.478266497"	"Prochlorperazine"	"Cranial Nerves, Recurrent Paresis Of"
"DB00571"	"607850"	"0.478225819"	"Propranolol"	"Osteoarthritis Susceptibility 3; Os3"
"DB01069"	"200170"	"0.477301728"	"Promethazine"	"Acanthosis Nigricans With Muscle Cramps And Acral Enlargement"
"DB00794"	"136200"	"0.477074339"	"Primidone"	"Flushing Of Ears And Somnolence"
"DB01182"	"190310"	"0.476219086"	"Propafenone"	"Tremor, Nystagmus, And Duodenal Ulcer"
"DB00481"	"259500"	"0.475554474"	"Raloxifene"	"Osteogenic Sarcoma"
"DB00571"	"231090"	"0.475345926"	"Propranolol"	"Hydatidiform Mole"
"DB00571"	"312910"	"0.474955647"	"Propranolol"	"Spastic Paraparesis And Deafness"
"DB00550"	"304790"	"0.474240636"	"Propylthiouracil"	"Immunodysregulation, Polyendocrinopathy, And Enteropathy, X-Linked;"
"DB00433"	"300491"	"0.473500382"	"Prochlorperazine"	"Epilepsy, X-Linked, With Variable Learning Disabilities And Behavior"
"DB00457"	"157300"	"0.473358456"	"Prazosin"	"Migraine With Or Without Aura, Susceptibility To, 1"
"DB01182"	"226150"	"0.473069572"	"Propafenone"	"Enterocolitis"
"DB01069"	"606798"	"0.472204768"	"Promethazine"	"Blepharospasm, Benign Essential"
"DB00571"	"137215"	"0.471932912"	"Propranolol"	"Gastric Cancer"
"DB01182"	"188050"	"0.471698753"	"Propafenone"	"Thrombosis, Susceptibility To"
"DB00571"	"189600"	"0.471548492"	"Propranolol"	"Torticollis"
"DB01069"	"179600"	"0.471333372"	"Promethazine"	"Raynaud Disease"
"DB00571"	"600496"	"0.47019275"	"Propranolol"	"Maturity-Onset Diabetes Of The Young, Type 3; Mody3"
"DB00433"	"607631"	"0.46999477"	"Prochlorperazine"	"Epilepsy, Juvenile Absence, Susceptibility To, 1; Eja1"
"DB00794"	"107650"	"0.467623382"	"Primidone"	"Apnea, Obstructive Sleep"
"DB00794"	"607459"	"0.467436628"	"Primidone"	"Sensory Ataxic Neuropathy, Dysarthria, And Ophthalmoparesis; Sando"
"DB00794"	"220120"	"0.467339292"	"Primidone"	"D-Glyceric Acidemia"
"DB00433"	"144010"	"0.466902021"	"Prochlorperazine"	"Hypercholesterolemia, Autosomal Dominant, Type B"
"DB01129"	"192000"	"0.464947818"	"Rabeprazole"	"Uterine Anomalies"
"DB00750"	"252320"	"0.464528998"	"Prilocaine"	"Motor Neuropathy, Peripheral, With Dysautonomia"
"DB00457"	"208550"	"0.464403328"	"Prazosin"	"Asthma, Nasal Polyps, And Aspirin Intolerance"
"DB00571"	"109200"	"0.463531095"	"Propranolol"	"Alopecia, Androgenetic, 1; Aga1"
"DB00457"	"607499"	"0.463493798"	"Prazosin"	"Bulimia Nervosa, Susceptibility To, 1; Buln1"
"DB01224"	"125320"	"0.4620802"	"Quetiapine"	"Dementia/Parkinsonism With Non-Alzheimer Amyloid Plaques"
"DB00457"	"270960"	"0.46031841"	"Prazosin"	"Azoospermia Due To Perturbations Of Meiosis"
"DB01069"	"608217"	"0.460289224"	"Promethazine"	"Epilepsy, Benign Neonatal, 3; Ebn3"
"DB00433"	"146500"	"0.460245708"	"Prochlorperazine"	"Multiple System Atrophy; Msa"
"DB01182"	"192000"	"0.46018834"	"Propafenone"	"Uterine Anomalies"
"DB00550"	"160750"	"0.459969086"	"Propylthiouracil"	"Myositis"
"DB00571"	"256700"	"0.459920129"	"Propranolol"	"Neuroblastoma, Susceptibility To"
"DB00571"	"308205"	"0.459830385"	"Propranolol"	"Ichthyosis Follicularis, Atrichia, And Photophobia Syndrome"
"DB00571"	"125600"	"0.45963383"	"Propranolol"	"Dermatosis Papulosa Nigra"
"DB00571"	"150600"	"0.458535315"	"Propranolol"	"Legg-Calve-Perthes Disease"
"DB01069"	"190300"	"0.458001155"	"Promethazine"	"Tremor, Hereditary Essential, 1; Etm1"
"DB00794"	"161900"	"0.457631682"	"Primidone"	"Renal Failure, Progressive, With Hypertension"
"DB00571"	"254200"	"0.456845719"	"Propranolol"	"Myasthenia Gravis; Mg"
"DB00457"	"176800"	"0.45667575"	"Prazosin"	"Pronation-Supination Of The Forearm, Impairment Of"
"DB00433"	"153880"	"0.4565749"	"Prochlorperazine"	"Macular Edema, Cystoid"
"DB01224"	"128101"	"0.4563723"	"Quetiapine"	"Dystonia 4, Torsion, Autosomal Dominant; Dyt4"
"DB00571"	"273800"	"0.455619645"	"Propranolol"	"Thrombasthenia Of Glanzmann And Naegeli"
"DB01129"	"600807"	"0.453735556"	"Rabeprazole"	"Asthma, Susceptibility To"
"DB01182"	"190400"	"0.453125591"	"Propafenone"	"Trigeminal Neuralgia"
"DB00457"	"601665"	"0.452229078"	"Prazosin"	"Obesity"
"DB01182"	"210050"	"0.45061897"	"Propafenone"	"Berry Aneurysm, Cirrhosis, Pulmonary Emphysema, And Cerebral Calcification"
"DB00481"	"256700"	"0.450409119"	"Raloxifene"	"Neuroblastoma, Susceptibility To"
"DB00433"	"607628"	"0.450035749"	"Prochlorperazine"	"Epilepsy, Idiopathic Generalized, Susceptibility To, 11; Eig11"
"DB00571"	"109100"	"0.449163445"	"Propranolol"	"Autoimmune Disease"
"DB00545"	"255900"	"0.448114869"	"Pyridostigmine"	"Myxedema"
"DB00457"	"266600"	"0.447947232"	"Prazosin"	"Inflammatory Bowel Disease 1; Ibd1"
"DB00433"	"601682"	"0.447564781"	"Prochlorperazine"	"Glaucoma 1, Open Angle, C; Glc1C"
"DB00457"	"217150"	"0.446575939"	"Prazosin"	"Contractures, Congenital, Torticollis, And Malignant Hyperthermia"
"DB00571"	"165720"	"0.446264452"	"Propranolol"	"Osteoarthritis Susceptibility 1; Os1"
"DB00481"	"194070"	"0.44572113"	"Raloxifene"	"Wilms Tumor 1; Wt1"
"DB00794"	"605055"	"0.445034188"	"Primidone"	"Alzheimer Disease, Familial Early-Onset, With Coexisting Amyloid And"
"DB00433"	"115195"	"0.443797964"	"Prochlorperazine"	"Cardiomyopathy, Familial Hypertrophic, 2; Cmh2"
"DB00165"	"601367"	"0.443462142"	"Pyridoxine"	"Stroke, Ischemic"
"DB00433"	"601367"	"0.443321887"	"Prochlorperazine"	"Stroke, Ischemic"
"DB00550"	"131300"	"0.442332941"	"Propylthiouracil"	"Camurati-Engelmann Disease"
